,a136,no115,b86,a110,no38,d204,a94,b179,no7,d216,a99,b109,b37,b4,c31,c17,a87,c181,c48,c22,b178,c20,d73,a61,d188,c26,a93,b29,b78,c33,b89,a113,b8,no13,c35,b28,b3,osn11,b55,a112,a111,b49,c10,d194,a144,a95,d222,c44,d195,a153,b47,c18,a134,a154,c53,no54,b23,a104,no41,c24,c57,d196,no137,os12,no36,no32,d187,b25,c50,b75,c5,osn16,a119,c166,c1,c45,a135,d219,b34,a100,d206,a92,b21,b43,a88,c6,b51,a130,b182,b40,c138,c56,a85,c52,d201,c14,b2,no19,c9,d217,c46,a114,a103,b60,d193,a97,d220,d202,d205,c150,os15,c160,no42,b174,d221,d203,a102,a39,a90,a145,d200,b59,c30,b71,b27
OTU1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
OTU1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
OTU1687,0,0,0,0,0,2,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU721,1,39,4,39,0,18,6,0,0,6,0,0,0,0,0,0,9,15,0,0,0,0,0,55,2,0,4,0,0,0,14,0,1,0,0,0,5,0,0,41,0,0,0,7,11,17,0,0,1,21,0,0,8,59,0,0,0,13,0,0,0,0,34,0,0,0,31,0,0,30,0,0,53,0,0,0,16,0,0,2,6,0,0,0,22,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,0,8,10,0,10,0,47,2,12,0,0,0,0
OTU720,0,44,0,11,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,7,17,0,0,0,33,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,0,0,31,0,0,3,0,0,0,0,0,0,0,0,40,0,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,88,0,0,0,0
OTU723,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU725,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,15,0,0,0,0,0,0,0,0,0,0,0
OTU724,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,32,1,0,0,0,0,0,0,5,0,14,0,0,0,16,0,0,0,0,0,0,0,0,17,11,0,0,61,0,0,11,0,0,7,0,6,0,0,0,0,0,0,0,0,0
OTU727,10,0,0,0,34,0,0,23,15,0,0,0,0,0,0,64,0,0,27,0,3,0,21,0,8,0,0,5,0,0,0,0,1,8,24,3,37,6,37,0,0,8,18,4,0,0,0,25,4,0,18,13,0,0,6,13,0,0,2,0,0,14,0,0,4,37,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,106,0,11,0,0,0,33,0,49,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,4,0,0,0,46,12,40,22
OTU726,2,2,21,19,0,4,6,0,0,0,12,0,0,11,0,0,0,2,0,0,3,0,12,36,3,0,10,0,0,24,0,0,1,0,0,0,27,0,0,79,31,8,0,6,15,22,2,0,3,0,0,0,10,14,0,0,8,15,0,2,0,0,59,0,0,2,0,0,0,41,18,0,56,0,0,4,15,2,1,46,17,0,0,0,26,2,3,5,0,0,5,0,47,0,0,25,1,0,0,0,2,4,9,0,3,0,40,0,0,8,75,12,0,0,13,0,0,0,34,56,6,1,0,0,0
OTU3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU3207,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
OTU2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
OTU2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
OTU2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2308,34,103,14,44,9,13,66,0,24,102,58,24,27,322,8,2,33,22,39,99,19,5,1,16,12,5,23,14,62,618,52,130,74,3,53,15,177,8,1,298,8,61,0,63,31,49,237,2,35,58,2,50,321,47,16,21,68,9,81,130,4,586,124,117,2,4,45,222,17,0,186,25,42,67,19,39,43,57,121,101,94,2,20,0,32,89,47,23,6,4,27,1,45,20,0,256,57,33,2,176,50,195,256,3,93,130,64,0,9,188,290,439,3,87,30,0,0,53,8,52,7,1,2,0,0
OTU2309,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU349,54,0,2,0,46,9,0,246,20,76,2,49,39,168,14,81,0,0,25,0,102,31,20,37,51,592,28,57,15,13,12,0,21,22,13,10,27,30,6,0,1,36,3,23,0,5,21,31,17,0,45,22,0,0,0,23,0,12,95,20,5,65,0,0,23,9,39,28,6,0,80,0,0,16,0,32,10,39,5,0,0,3,54,30,5,161,13,5,0,21,9,44,0,117,0,0,11,38,20,0,48,0,3,43,4,76,16,0,11,69,9,3,12,25,1,0,0,24,0,0,7,32,37,18,57
OTU348,0,0,0,0,0,202,0,46,0,0,7,0,0,0,0,0,51,2,1,2,0,1,0,93,0,0,0,0,0,5,0,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,0,4,0,0,0,0,0,0,0,0,0,1,0,0,13,3,0,18,91,0,0,0,0,0,2,0,226,0,159,0,0,0,526,1,0,0,0,0,0,5,0,271,18,0,2,457,0,13,0,0,0,113,0,419,0,0,0,142,0,0,0,0,0
OTU439,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU438,25,0,0,0,0,0,0,18,1,36,11,0,26,0,74,0,0,0,0,0,0,0,2,0,31,0,0,0,10,0,0,0,0,32,19,30,0,1,32,0,0,0,21,170,0,0,0,76,22,0,17,0,0,0,5,34,0,0,0,0,3,28,0,0,142,273,0,0,172,0,0,0,0,28,18,27,0,0,0,0,0,0,2,195,0,0,1,143,0,0,0,0,0,6,0,0,1,7,11,0,31,0,0,0,0,30,0,0,3,0,0,0,28,0,0,0,0,13,0,0,0,0,2,84,180
OTU2341,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU343,18,116,52,230,0,30,145,7,0,52,335,164,0,0,0,0,94,100,0,0,32,0,33,102,7,0,40,0,83,0,102,140,0,0,0,0,0,0,0,240,0,0,0,28,189,158,37,0,62,87,0,0,65,54,0,0,0,121,0,0,0,15,92,0,0,0,87,0,0,170,0,0,130,72,0,0,47,155,0,104,82,6,0,1,225,0,0,152,19,0,18,0,12,0,0,0,0,0,0,89,0,101,126,2,60,85,186,0,31,146,0,42,0,52,56,0,16,0,189,384,70,5,0,0,2
OTU434,0,0,0,0,0,21,0,43,0,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,4,109,0,0,0,0,0,0,1,0,0,31,0,0,10,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,215,1,0,0,0,0,0,0,50,0,23,0,0,0,0,0,0,0,0,0,1,8,0,32,0,0,0,1,0,4,0,0,0,143,0,37,0,0,1,0,0,0,0,0,0
OTU341,74,0,0,0,18,0,0,86,1,0,0,7,32,116,71,27,0,0,50,0,51,51,64,0,139,31,0,37,6,0,0,0,120,44,29,38,24,58,14,0,0,19,2,2,0,0,0,26,82,0,8,3,0,1,1,21,0,21,34,35,3,0,0,0,15,27,0,0,165,0,120,0,0,0,0,10,4,0,0,0,0,0,250,22,0,10,0,21,0,44,10,21,0,15,0,0,1,25,10,0,110,13,0,28,39,69,0,0,14,23,18,0,17,14,0,0,0,75,0,0,18,18,48,33,35
OTU340,14,24,8,0,0,19,13,3,0,83,25,43,0,0,0,0,50,26,0,0,7,0,7,0,1,0,15,0,112,0,61,46,0,0,0,0,0,0,0,214,0,0,0,0,37,39,28,0,15,18,0,0,18,0,0,0,0,8,0,0,0,6,3,0,0,0,25,18,0,17,0,0,95,52,0,0,11,0,0,84,1,2,0,0,6,0,0,35,4,0,3,0,23,0,0,0,0,0,0,50,0,20,50,19,8,0,25,0,0,9,0,41,0,60,12,0,7,0,0,86,3,0,0,0,0
OTU347,2,1,0,0,6,62,71,56,3,109,12,63,11,25,0,0,27,66,8,28,1,1,1,35,0,1,0,0,0,279,86,3,5,0,11,4,8,1,0,106,18,13,1,6,8,0,12,0,25,0,0,0,50,8,5,5,8,5,38,29,0,43,6,13,0,2,0,4,6,18,22,0,0,0,3,0,0,33,19,114,97,0,2,0,0,7,4,11,54,0,56,0,0,4,0,39,4,7,2,103,5,32,83,40,76,93,5,19,0,6,7,27,1,138,6,14,0,16,1,36,0,0,0,0,2
OTU346,0,0,0,0,77,0,0,15,106,0,0,0,241,20,0,8,0,0,8,0,10,0,195,0,56,0,0,8,22,0,0,0,0,576,21,257,9,3,0,0,0,83,15,0,0,0,1,353,0,0,5,41,0,0,0,20,0,0,0,7,0,0,0,0,110,0,0,0,0,0,5,0,0,0,0,19,0,0,2,0,0,0,12,7,0,8,0,0,0,40,9,16,0,0,0,0,1,0,0,0,50,0,0,0,9,90,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,95,30,23,48
OTU345,0,18,0,0,0,0,0,0,21,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,27,0,3,0,419,0,0,0,0,2,0,10,0,0,6,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,0,1,0,0,6,0,0,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU344,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU655,0,5,8,29,0,8,0,0,0,47,52,0,0,0,0,0,0,21,0,0,14,0,11,49,2,0,19,0,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,12,50,16,27,0,9,34,0,0,0,18,0,0,0,26,0,0,0,0,38,0,0,0,34,0,0,14,0,0,1,6,0,0,0,0,0,1,0,1,0,0,39,0,0,20,0,0,10,0,15,0,0,0,0,0,0,0,0,28,0,0,0,0,12,0,20,1,2,20,0,0,12,0,0,0,20,84,12,0,0,0,0
OTU654,0,0,12,6,450,6,0,195,503,44,0,0,58,129,33,211,23,8,703,0,63,173,379,0,534,88,0,331,0,0,0,0,360,856,177,741,25,44,510,0,0,371,322,6,0,0,0,519,0,0,144,109,1,0,42,29,2,0,50,268,5,43,4,11,949,57,1,5,13,0,5,0,0,81,0,236,0,27,9,0,0,1,214,19,0,82,10,0,0,94,7,94,0,683,0,1,7,36,17,12,35,0,0,3,40,108,0,1,3,0,3,8,34,0,0,0,0,3,0,0,4,454,25,133,192
OTU657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU656,0,22,16,62,0,15,41,7,0,0,3,10,0,13,0,0,6,7,0,0,15,0,5,75,8,0,6,0,0,31,23,2,3,0,0,0,7,0,0,23,67,0,0,4,29,52,0,0,5,44,0,0,0,0,0,0,0,15,7,0,0,2,13,0,0,0,3,0,0,35,3,0,40,48,19,0,14,0,1,9,50,0,0,0,44,0,0,24,1,0,51,0,0,2,0,0,3,0,0,0,2,46,2,0,2,49,54,0,0,19,27,1,0,12,21,0,0,0,10,0,29,0,0,0,0
OTU651,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,119,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
OTU650,0,0,0,0,3,0,0,12,33,9,0,0,2,0,1,4,0,0,8,0,0,28,2,0,46,5,0,23,0,0,0,0,2,67,39,60,9,10,26,0,0,10,8,0,0,0,7,9,1,0,8,0,0,0,15,2,1,0,0,24,6,0,0,11,120,2,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,2,9,15,0,57,0,0,0,3,0,6,0,22,0,0,0,0,0,0,6,3,0,0,0,0,0,1,0,0,0,12,5,0,0,0,0,4,0,0,0,29,6,10,21
